DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DG,WS,RV_W
1956,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1957,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1958,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1959,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1960,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1961,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1962,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1963,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1964,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1965,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1966,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1967,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1968,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1969,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1970,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1971,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1972,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1973,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1974,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1975,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1976,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1977,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1978,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1979,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1980,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1981,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1982,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1983,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1984,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1985,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1986,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1987,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1988,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1989,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1990,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1991,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1992,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1993,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1994,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1995,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1996,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1997,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1998,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
1999,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2000,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2001,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2002,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2003,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2004,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2005,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2006,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2007,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2008,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2009,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2010,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2011,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2012,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2013,D,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2014,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2015,C,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2016,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2017,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2018,BN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2019,W,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
2020,AN,7,0,0,0,0,0,0,0,0,0,0,2840,880,0,236,4152
