DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DG,WS,RV_W
2009,D,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2010,BN,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2011,W,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2012,BN,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2013,D,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2014,C,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2015,C,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2016,BN,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2017,W,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2018,BN,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2019,W,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
2020,AN,4,0,0,0,0,0,0,0,0,0,0,139,0,0,184,2945
