DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DG,WS,RV_W
1994,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
1995,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
1996,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
1997,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
1998,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
1999,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2000,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2001,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2002,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2003,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2004,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2005,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2006,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2007,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2008,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2009,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2010,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2011,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2012,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2013,D,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2014,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2015,C,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2016,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2017,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2018,BN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2019,W,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
2020,AN,13,0,0,0,0,0,0,0,0,0,0,3,306,0,130,1743
