DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DG,WS,RV_W
1978,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1979,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1980,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1981,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1982,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1983,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1984,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1985,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1986,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1987,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1988,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1989,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1990,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1991,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1992,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1993,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1994,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1995,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1996,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1997,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1998,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
1999,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2000,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2001,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2002,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2003,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2004,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2005,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2006,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2007,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2008,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2009,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2010,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2011,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2012,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2013,D,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2014,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2015,C,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2016,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2017,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2018,BN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2019,W,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
2020,AN,27,0,0,0,0,176,0,0,0,0,0,120,2233,0,13,0
