DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DG,WS,RV_W
1948,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1949,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1950,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1951,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1952,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1953,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1954,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1955,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1956,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1957,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1958,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1959,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1960,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1961,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1962,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1963,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1964,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1965,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1966,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1967,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1968,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1969,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1970,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1971,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1972,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1973,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1974,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1975,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1976,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1977,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1978,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1979,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1980,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1981,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1982,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1983,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1984,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1985,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1986,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1987,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1988,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1989,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1990,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1991,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1992,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1993,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1994,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1995,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1996,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1997,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1998,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
1999,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2000,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2001,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2002,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2003,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2004,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2005,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2006,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2007,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2008,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2009,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2010,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2011,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2012,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2013,D,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2014,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2015,C,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2016,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2017,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2018,BN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2019,W,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
2020,AN,46,0,0,0,0,0,0,0,0,0,0,592,2,0,11946,19
